OMRÅDE;BEVOKSNING;TID;INDHOLD
Lyngby-Taarbæk;Ask;1990;1,4
Lyngby-Taarbæk;Ask;2000;5,4
Lyngby-Taarbæk;Ær (Ahorn);1990;10,8
Lyngby-Taarbæk;Ær (Ahorn);2000;34,2
Lyngby-Taarbæk;Andre løvtræarter;1990;92,3
Lyngby-Taarbæk;Andre løvtræarter;2000;62,3
Lyngby-Taarbæk;Nåletræer i alt;1990;50,4
Lyngby-Taarbæk;Nåletræer i alt;2000;43,6
Lyngby-Taarbæk;Rødgran;1990;31,1
Lyngby-Taarbæk;Rødgran;2000;27,3
Lyngby-Taarbæk;Sitkagran mv.;1990;0,0
Lyngby-Taarbæk;Sitkagran mv.;2000;0,0
Lyngby-Taarbæk;Nobilis;1990;2,0
Lyngby-Taarbæk;Nobilis;2000;2,2
Lyngby-Taarbæk;Nordmannsgran;1990;10,0
Lyngby-Taarbæk;Nordmannsgran;2000;8,0
Lyngby-Taarbæk;Andre ædelgranarter;1990;0,0
Lyngby-Taarbæk;Andre ædelgranarter;2000;0,0
Lyngby-Taarbæk;Andre nåletræarter;1990;7,3
Lyngby-Taarbæk;Andre nåletræarter;2000;6,1
Rødovre;Skovareal i alt;1990;40,8
Rødovre;Skovareal i alt;2000;2,4
Rødovre;Hjælpearealer;1990;3,6
Rødovre;Hjælpearealer;2000;2,4
Rødovre;Skovbevokset areal i alt;1990;37,2
Rødovre;Skovbevokset areal i alt;2000;0,0
Rødovre;Midlertidig ubevokset;1990;4,6
Rødovre;Midlertidig ubevokset;2000;0,0
Rødovre;Løvtræer, areal i alt;1990;32,6
Rødovre;Løvtræer, areal i alt;2000;0,0
Rødovre;Bøg;1990;0,0
Rødovre;Bøg;2000;0,0
Rødovre;Eg;1990;0,0
Rødovre;Eg;2000;0,0
Rødovre;Ask;1990;0,0
Rødovre;Ask;2000;0,0
Rødovre;Ær (Ahorn);1990;0,0
Rødovre;Ær (Ahorn);2000;0,0
Rødovre;Andre løvtræarter;1990;32,6
Rødovre;Andre løvtræarter;2000;0,0
Rødovre;Nåletræer i alt;1990;0,0
Rødovre;Nåletræer i alt;2000;0,0
Rødovre;Rødgran;1990;0,0
Rødovre;Rødgran;2000;0,0
Rødovre;Sitkagran mv.;1990;0,0
Rødovre;Sitkagran mv.;2000;0,0
Rødovre;Nobilis;1990;0,0
Rødovre;Nobilis;2000;0,0
Rødovre;Nordmannsgran;1990;0,0
Rødovre;Nordmannsgran;2000;0,0
Rødovre;Andre ædelgranarter;1990;0,0
Rødovre;Andre ædelgranarter;2000;0,0
Rødovre;Andre nåletræarter;1990;0,0
Rødovre;Andre nåletræarter;2000;0,0
Søllerød;Skovareal i alt;1990;1140,9
Søllerød;Skovareal i alt;2000;986,5
Søllerød;Hjælpearealer;1990;129,8
Søllerød;Hjælpearealer;2000;36,9
Søllerød;Skovbevokset areal i alt;1990;1011,1
Søllerød;Skovbevokset areal i alt;2000;949,6
Søllerød;Midlertidig ubevokset;1990;75,9
Søllerød;Midlertidig ubevokset;2000;2,9
Søllerød;Løvtræer, areal i alt;1990;832,0
Søllerød;Løvtræer, areal i alt;2000;852,9
Søllerød;Bøg;1990;544,1
Søllerød;Bøg;2000;533,5
Søllerød;Eg;1990;163,9
Søllerød;Eg;2000;164,1
Søllerød;Ask;1990;11,1
Søllerød;Ask;2000;17,9
Søllerød;Ær (Ahorn);1990;42,8
Søllerød;Ær (Ahorn);2000;37,6
Søllerød;Andre løvtræarter;1990;70,1
Søllerød;Andre løvtræarter;2000;99,8
Søllerød;Nåletræer i alt;1990;103,2
Søllerød;Nåletræer i alt;2000;93,8
Søllerød;Rødgran;1990;60,4
Søllerød;Rødgran;2000;48,1
Søllerød;Sitkagran mv.;1990;0,0
Søllerød;Sitkagran mv.;2000;0,0
Søllerød;Nobilis;1990;0,1
Søllerød;Nobilis;2000;0,0
Søllerød;Nordmannsgran;1990;3,6
Søllerød;Nordmannsgran;2000;4,0
Søllerød;Andre ædelgranarter;1990;12,3
Søllerød;Andre ædelgranarter;2000;11,7
Søllerød;Andre nåletræarter;1990;26,8
Søllerød;Andre nåletræarter;2000;30,0
Tårnby;Skovareal i alt;1990;190,2
Tårnby;Skovareal i alt;2000;253,5
Tårnby;Hjælpearealer;1990;9,7
Tårnby;Hjælpearealer;2000;0,3
Tårnby;Skovbevokset areal i alt;1990;180,5
Tårnby;Skovbevokset areal i alt;2000;253,2
Tårnby;Midlertidig ubevokset;1990;13,7
Tårnby;Midlertidig ubevokset;2000;0,0
Tårnby;Løvtræer, areal i alt;1990;159,6
Tårnby;Løvtræer, areal i alt;2000;244,0
Tårnby;Bøg;1990;0,9
Tårnby;Bøg;2000;0,9
Tårnby;Eg;1990;18,8
Tårnby;Eg;2000;47,8
Tårnby;Ask;1990;4,2
Tårnby;Ask;2000;4,6
Tårnby;Ær (Ahorn);1990;1,7
Tårnby;Ær (Ahorn);2000;0,0
Tårnby;Andre løvtræarter;1990;134,0
Tårnby;Andre løvtræarter;2000;190,7
Tårnby;Nåletræer i alt;1990;7,2
Tårnby;Nåletræer i alt;2000;9,2
Tårnby;Rødgran;1990;3,4
Tårnby;Rødgran;2000;3,6
Tårnby;Sitkagran mv.;1990;0,4
Tårnby;Sitkagran mv.;2000;0,0
Tårnby;Nobilis;1990;0,0
Tårnby;Nobilis;2000;0,0
Tårnby;Nordmannsgran;1990;0,2
Tårnby;Nordmannsgran;2000;0,2
Tårnby;Andre ædelgranarter;1990;0,2
Tårnby;Andre ædelgranarter;2000;0,3
Tårnby;Andre nåletræarter;1990;3,0
Tårnby;Andre nåletræarter;2000;5,1
Vallensbæk;Skovareal i alt;1990;0,0
Vallensbæk;Skovareal i alt;2000;2,8
Vallensbæk;Hjælpearealer;1990;0,0
Vallensbæk;Hjælpearealer;2000;0,0
Vallensbæk;Skovbevokset areal i alt;1990;0,0
Vallensbæk;Skovbevokset areal i alt;2000;2,8
Vallensbæk;Midlertidig ubevokset;1990;0,0
Vallensbæk;Midlertidig ubevokset;2000;0,0
Vallensbæk;Løvtræer, areal i alt;1990;0,0
Vallensbæk;Løvtræer, areal i alt;2000;0,0
Vallensbæk;Bøg;1990;0,0
Vallensbæk;Bøg;2000;0,0
Vallensbæk;Eg;1990;0,0
Vallensbæk;Eg;2000;0,0
Vallensbæk;Ask;1990;0,0
Vallensbæk;Ask;2000;0,0
Vallensbæk;Ær (Ahorn);1990;0,0
Vallensbæk;Ær (Ahorn);2000;0,0
Vallensbæk;Andre løvtræarter;1990;0,0
Vallensbæk;Andre løvtræarter;2000;0,0
Vallensbæk;Nåletræer i alt;1990;0,0
Vallensbæk;Nåletræer i alt;2000;2,8
Vallensbæk;Rødgran;1990;0,0
Vallensbæk;Rødgran;2000;0,1
Vallensbæk;Sitkagran mv.;1990;0,0
Vallensbæk;Sitkagran mv.;2000;0,0
Vallensbæk;Nobilis;1990;0,0
Vallensbæk;Nobilis;2000;0,0
Vallensbæk;Nordmannsgran;1990;0,0
Vallensbæk;Nordmannsgran;2000;0,0
Vallensbæk;Andre ædelgranarter;1990;0,0
Vallensbæk;Andre ædelgranarter;2000;2,6
Vallensbæk;Andre nåletræarter;1990;0,0
Vallensbæk;Andre nåletræarter;2000;0,1
Værløse;Skovareal i alt;1990;1153,3
Værløse;Skovareal i alt;2000;931,7
Værløse;Hjælpearealer;1990;103,8
Værløse;Hjælpearealer;2000;29,3
Værløse;Skovbevokset areal i alt;1990;1049,5
Værløse;Skovbevokset areal i alt;2000;902,4
Værløse;Midlertidig ubevokset;1990;131,5
Værløse;Midlertidig ubevokset;2000;0,1
Værløse;Løvtræer, areal i alt;1990;719,8
Værløse;Løvtræer, areal i alt;2000;696,0
Værløse;Bøg;1990;474,1
Værløse;Bøg;2000;465,1
Værløse;Eg;1990;98,4
Værløse;Eg;2000;84,0
Værløse;Ask;1990;9,1
Værløse;Ask;2000;7,7
Værløse;Ær (Ahorn);1990;53,2
Værløse;Ær (Ahorn);2000;59,6
Værløse;Andre løvtræarter;1990;85,0
Værløse;Andre løvtræarter;2000;79,6
Værløse;Nåletræer i alt;1990;198,2
Værløse;Nåletræer i alt;2000;206,3
Værløse;Rødgran;1990;151,7
Værløse;Rødgran;2000;166,7
Værløse;Sitkagran mv.;1990;12,2
Værløse;Sitkagran mv.;2000;10,7
Værløse;Nobilis;1990;1,8
Værløse;Nobilis;2000;1,5
Værløse;Nordmannsgran;1990;9,3
Værløse;Nordmannsgran;2000;8,0
Værløse;Andre ædelgranarter;1990;1,5
Værløse;Andre ædelgranarter;2000;0,4
Værløse;Andre nåletræarter;1990;21,7
Værløse;Andre nåletræarter;2000;19,0
Frederiksborg Amt;Skovareal i alt;1990;20656,7
Frederiksborg Amt;Skovareal i alt;2000;20933,7
Frederiksborg Amt;Hjælpearealer;1990;1250,6
Frederiksborg Amt;Hjælpearealer;2000;512,1
Frederiksborg Amt;Skovbevokset areal i alt;1990;19406,1
Frederiksborg Amt;Skovbevokset areal i alt;2000;20421,6
Frederiksborg Amt;Midlertidig ubevokset;1990;75,9
Frederiksborg Amt;Midlertidig ubevokset;2000;68,4
Frederiksborg Amt;Løvtræer, areal i alt;1990;11064,7
Frederiksborg Amt;Løvtræer, areal i alt;2000;11990,9
Frederiksborg Amt;Bøg;1990;6431,8
Frederiksborg Amt;Bøg;2000;6767,7
Frederiksborg Amt;Eg;1990;2318,3
Frederiksborg Amt;Eg;2000;2587,5
Frederiksborg Amt;Ask;1990;404,2
Frederiksborg Amt;Ask;2000;452,4
Frederiksborg Amt;Ær (Ahorn);1990;489,1
Frederiksborg Amt;Ær (Ahorn);2000;554,6
Frederiksborg Amt;Andre løvtræarter;1990;1421,3
Frederiksborg Amt;Andre løvtræarter;2000;1628,7
Frederiksborg Amt;Nåletræer i alt;1990;8265,5
Frederiksborg Amt;Nåletræer i alt;2000;8362,3
Frederiksborg Amt;Rødgran;1990;5693,0
Frederiksborg Amt;Rødgran;2000;5272,3
Frederiksborg Amt;Sitkagran mv.;1990;419,3
Frederiksborg Amt;Sitkagran mv.;2000;406,6
Frederiksborg Amt;Nobilis;1990;60,9
Frederiksborg Amt;Nobilis;2000;88,1
Frederiksborg Amt;Nordmannsgran;1990;224,2
Frederiksborg Amt;Nordmannsgran;2000;633,6
Frederiksborg Amt;Andre ædelgranarter;1990;139,6
Frederiksborg Amt;Andre ædelgranarter;2000;145,0
Frederiksborg Amt;Andre nåletræarter;1990;1728,5
Frederiksborg Amt;Andre nåletræarter;2000;1816,7
Allerød;Skovareal i alt;1990;1041,6
Allerød;Skovareal i alt;2000;1017,4
Allerød;Hjælpearealer;1990;71,5
Allerød;Hjælpearealer;2000;31,5
Allerød;Skovbevokset areal i alt;1990;970,1
Allerød;Skovbevokset areal i alt;2000;985,9
Allerød;Midlertidig ubevokset;1990;2,2
Allerød;Midlertidig ubevokset;2000;0,2
Allerød;Løvtræer, areal i alt;1990;637,1
Allerød;Løvtræer, areal i alt;2000;670,2
Allerød;Bøg;1990;344,1
Allerød;Bøg;2000;351,9
Allerød;Eg;1990;151,1
Allerød;Eg;2000;181,3
Allerød;Ask;1990;10,0
Allerød;Ask;2000;11,9
Allerød;Ær (Ahorn);1990;49,4
Allerød;Ær (Ahorn);2000;57,4
Allerød;Andre løvtræarter;1990;82,5
Allerød;Andre løvtræarter;2000;67,7
Allerød;Nåletræer i alt;1990;330,8
Allerød;Nåletræer i alt;2000;315,5
Allerød;Rødgran;1990;282,6
Allerød;Rødgran;2000;245,7
Allerød;Sitkagran mv.;1990;6,2
Allerød;Sitkagran mv.;2000;8,2
Allerød;Nobilis;1990;3,2
Allerød;Nobilis;2000;3,5
Allerød;Nordmannsgran;1990;5,5
Allerød;Nordmannsgran;2000;27,4
Allerød;Andre ædelgranarter;1990;5,9
Allerød;Andre ædelgranarter;2000;6,3
Allerød;Andre nåletræarter;1990;27,4
Allerød;Andre nåletræarter;2000;24,4
Birkerød;Skovareal i alt;1990;693,9
Birkerød;Skovareal i alt;2000;657,3
Birkerød;Hjælpearealer;1990;76,1
Birkerød;Hjælpearealer;2000;19,4
Birkerød;Skovbevokset areal i alt;1990;617,8
Birkerød;Skovbevokset areal i alt;2000;637,9
Birkerød;Midlertidig ubevokset;1990;0,8
Birkerød;Midlertidig ubevokset;2000;0,0
Birkerød;Løvtræer, areal i alt;1990;358,9
Birkerød;Løvtræer, areal i alt;2000;420,8
Birkerød;Bøg;1990;271,0
Birkerød;Bøg;2000;308,8
Birkerød;Eg;1990;43,9
Birkerød;Eg;2000;58,2
Birkerød;Ask;1990;4,9
Birkerød;Ask;2000;6,2
Birkerød;Ær (Ahorn);1990;22,8
Birkerød;Ær (Ahorn);2000;21,5
Birkerød;Andre løvtræarter;1990;16,3
Birkerød;Andre løvtræarter;2000;26,1
Birkerød;Nåletræer i alt;1990;258,1
Birkerød;Nåletræer i alt;2000;217,1
Birkerød;Rødgran;1990;200,0
Birkerød;Rødgran;2000;175,0
Birkerød;Sitkagran mv.;1990;8,4
Birkerød;Sitkagran mv.;2000;6,2
Birkerød;Nobilis;1990;9,1
Birkerød;Nobilis;2000;2,2
Birkerød;Nordmannsgran;1990;13,9
Birkerød;Nordmannsgran;2000;16,5
Birkerød;Andre ædelgranarter;1990;6,5
Birkerød;Andre ædelgranarter;2000;1,3
Birkerød;Andre nåletræarter;1990;20,2
Birkerød;Andre nåletræarter;2000;15,9
Farum;Skovareal i alt;1990;197,3
Farum;Skovareal i alt;2000;199,5
Farum;Hjælpearealer;1990;5,2
Farum;Hjælpearealer;2000;4,1
Farum;Skovbevokset areal i alt;1990;192,1
Farum;Skovbevokset areal i alt;2000;195,4
Farum;Midlertidig ubevokset;1990;1,6
Farum;Midlertidig ubevokset;2000;0,0
Farum;Løvtræer, areal i alt;1990;137,9
Farum;Løvtræer, areal i alt;2000;143,7
Farum;Bøg;1990;67,3
Farum;Bøg;2000;72,6
Farum;Eg;1990;35,8
Farum;Eg;2000;37,9
Farum;Ask;1990;4,5
Farum;Ask;2000;5,9
Farum;Ær (Ahorn);1990;13,7
Farum;Ær (Ahorn);2000;15,0
Farum;Andre løvtræarter;1990;16,6
Farum;Andre løvtræarter;2000;12,3
Farum;Nåletræer i alt;1990;52,6
Farum;Nåletræer i alt;2000;51,7
Farum;Rødgran;1990;39,3
Farum;Rødgran;2000;36,7
Farum;Sitkagran mv.;1990;1,7
Farum;Sitkagran mv.;2000;2,2
Farum;Nobilis;1990;0,6
Farum;Nobilis;2000;1,4
Farum;Nordmannsgran;1990;1,8
Farum;Nordmannsgran;2000;3,1
Farum;Andre ædelgranarter;1990;0,2
Farum;Andre ædelgranarter;2000;0,0
Farum;Andre nåletræarter;1990;9,0
Farum;Andre nåletræarter;2000;8,3
Fredensborg-Humlebæk;Skovareal i alt;1990;1004,5
Fredensborg-Humlebæk;Skovareal i alt;2000;1058,6
Fredensborg-Humlebæk;Hjælpearealer;1990;91,9
Fredensborg-Humlebæk;Hjælpearealer;2000;24,8
Fredensborg-Humlebæk;Skovbevokset areal i alt;1990;912,6
Fredensborg-Humlebæk;Skovbevokset areal i alt;2000;1033,8
Fredensborg-Humlebæk;Midlertidig ubevokset;1990;1,0
Fredensborg-Humlebæk;Midlertidig ubevokset;2000;1,8
Fredensborg-Humlebæk;Løvtræer, areal i alt;1990;629,2
Fredensborg-Humlebæk;Løvtræer, areal i alt;2000;657,4
Fredensborg-Humlebæk;Bøg;1990;386,7
Fredensborg-Humlebæk;Bøg;2000;415,4
Fredensborg-Humlebæk;Eg;1990;165,1
Fredensborg-Humlebæk;Eg;2000;153,5
Fredensborg-Humlebæk;Ask;1990;9,1
Fredensborg-Humlebæk;Ask;2000;13,7
Fredensborg-Humlebæk;Ær (Ahorn);1990;24,1
Fredensborg-Humlebæk;Ær (Ahorn);2000;26,6
Fredensborg-Humlebæk;Andre løvtræarter;1990;44,2
Fredensborg-Humlebæk;Andre løvtræarter;2000;48,2
Fredensborg-Humlebæk;Nåletræer i alt;1990;282,4
Fredensborg-Humlebæk;Nåletræer i alt;2000;374,6
Fredensborg-Humlebæk;Rødgran;1990;221,0
Fredensborg-Humlebæk;Rødgran;2000;221,6
Fredensborg-Humlebæk;Sitkagran mv.;1990;12,9
Fredensborg-Humlebæk;Sitkagran mv.;2000;9,8
Fredensborg-Humlebæk;Nobilis;1990;1,9
Fredensborg-Humlebæk;Nobilis;2000;7,6
Fredensborg-Humlebæk;Nordmannsgran;1990;18,6
Fredensborg-Humlebæk;Nordmannsgran;2000;99,4
Fredensborg-Humlebæk;Andre ædelgranarter;1990;5,3
Fredensborg-Humlebæk;Andre ædelgranarter;2000;6,9
Fredensborg-Humlebæk;Andre nåletræarter;1990;22,7
Fredensborg-Humlebæk;Andre nåletræarter;2000;29,3
Frederikssund;Skovareal i alt;1990;22,7
Frederikssund;Skovareal i alt;2000;82,6
Frederikssund;Hjælpearealer;1990;0,0
Frederikssund;Hjælpearealer;2000;0,3
Frederikssund;Skovbevokset areal i alt;1990;22,7
Frederikssund;Skovbevokset areal i alt;2000;82,3
Frederikssund;Midlertidig ubevokset;1990;0,1
Frederikssund;Midlertidig ubevokset;2000;0,1
Frederikssund;Løvtræer, areal i alt;1990;9,2
Frederikssund;Løvtræer, areal i alt;2000;61,3
Frederikssund;Bøg;1990;3,1
Frederikssund;Bøg;2000;11,5
Frederikssund;Eg;1990;0,1
Frederikssund;Eg;2000;17,9
Frederikssund;Ask;1990;0,0
Frederikssund;Ask;2000;6,3
Frederikssund;Ær (Ahorn);1990;0,1
Frederikssund;Ær (Ahorn);2000;2,6
Frederikssund;Andre løvtræarter;1990;5,9
Frederikssund;Andre løvtræarter;2000;23,0
Frederikssund;Nåletræer i alt;1990;13,4
Frederikssund;Nåletræer i alt;2000;20,9
Frederikssund;Rødgran;1990;6,5
Frederikssund;Rødgran;2000;9,9
Frederikssund;Sitkagran mv.;1990;0,9
Frederikssund;Sitkagran mv.;2000;0,0
Frederikssund;Nobilis;1990;0,0
Frederikssund;Nobilis;2000;0,0
Frederikssund;Nordmannsgran;1990;0,0
Frederikssund;Nordmannsgran;2000;0,7
Frederikssund;Andre ædelgranarter;1990;0,0
Frederikssund;Andre ædelgranarter;2000;0,4
Frederikssund;Andre nåletræarter;1990;6,0
Frederikssund;Andre nåletræarter;2000;9,9
Frederiksværk;Skovareal i alt;1990;914,4
Frederiksværk;Skovareal i alt;2000;896,0
Frederiksværk;Hjælpearealer;1990;103,3
Frederiksværk;Hjælpearealer;2000;23,3
Frederiksværk;Skovbevokset areal i alt;1990;811,1
Frederiksværk;Skovbevokset areal i alt;2000;872,7
Frederiksværk;Midlertidig ubevokset;1990;3,9
Frederiksværk;Midlertidig ubevokset;2000;0,3
Frederiksværk;Løvtræer, areal i alt;1990;326,6
Frederiksværk;Løvtræer, areal i alt;2000;358,8
Frederiksværk;Bøg;1990;156,2
Frederiksværk;Bøg;2000;156,1
Frederiksværk;Eg;1990;68,0
Frederiksværk;Eg;2000;71,4
Frederiksværk;Ask;1990;12,4
Frederiksværk;Ask;2000;11,9
Frederiksværk;Ær (Ahorn);1990;4,9
Frederiksværk;Ær (Ahorn);2000;3,3
Frederiksværk;Andre løvtræarter;1990;85,1
Frederiksværk;Andre løvtræarter;2000;116,1
Frederiksværk;Nåletræer i alt;1990;480,6
Frederiksværk;Nåletræer i alt;2000;513,6
Frederiksværk;Rødgran;1990;69,4
Frederiksværk;Rødgran;2000;69,9
Frederiksværk;Sitkagran mv.;1990;25,8
Frederiksværk;Sitkagran mv.;2000;17,5
Frederiksværk;Nobilis;1990;0,6
Frederiksværk;Nobilis;2000;0,5
Frederiksværk;Nordmannsgran;1990;4,3
Frederiksværk;Nordmannsgran;2000;24,3
Frederiksværk;Andre ædelgranarter;1990;11,7
Frederiksværk;Andre ædelgranarter;2000;11,8
Frederiksværk;Andre nåletræarter;1990;368,8
Frederiksværk;Andre nåletræarter;2000;389,6
Græsted-Gilleleje;Skovareal i alt;1990;2441,9
Græsted-Gilleleje;Skovareal i alt;2000;2537,4
Græsted-Gilleleje;Hjælpearealer;1990;64,1
Græsted-Gilleleje;Hjælpearealer;2000;60,4
Græsted-Gilleleje;Skovbevokset areal i alt;1990;2377,8
Græsted-Gilleleje;Skovbevokset areal i alt;2000;2477,0
Græsted-Gilleleje;Midlertidig ubevokset;1990;6,5
Græsted-Gilleleje;Midlertidig ubevokset;2000;5,8
Græsted-Gilleleje;Løvtræer, areal i alt;1990;1417,9
Græsted-Gilleleje;Løvtræer, areal i alt;2000;1494,6
Græsted-Gilleleje;Bøg;1990;906,6
Græsted-Gilleleje;Bøg;2000;921,1
Græsted-Gilleleje;Eg;1990;325,5
Græsted-Gilleleje;Eg;2000;348,4
Græsted-Gilleleje;Ask;1990;34,4
Græsted-Gilleleje;Ask;2000;35,8
Græsted-Gilleleje;Ær (Ahorn);1990;14,5
Græsted-Gilleleje;Ær (Ahorn);2000;27,0
Græsted-Gilleleje;Andre løvtræarter;1990;136,9
Græsted-Gilleleje;Andre løvtræarter;2000;162,3
Græsted-Gilleleje;Nåletræer i alt;1990;953,4
Græsted-Gilleleje;Nåletræer i alt;2000;976,6
Græsted-Gilleleje;Rødgran;1990;890,6
Græsted-Gilleleje;Rødgran;2000;866,9
Græsted-Gilleleje;Sitkagran mv.;1990;16,6
Græsted-Gilleleje;Sitkagran mv.;2000;16,9
Græsted-Gilleleje;Nobilis;1990;0,1
Græsted-Gilleleje;Nobilis;2000;1,5
Græsted-Gilleleje;Nordmannsgran;1990;4,0
Græsted-Gilleleje;Nordmannsgran;2000;34,8
Græsted-Gilleleje;Andre ædelgranarter;1990;2,3
Græsted-Gilleleje;Andre ædelgranarter;2000;0,4
Græsted-Gilleleje;Andre nåletræarter;1990;39,8
Græsted-Gilleleje;Andre nåletræarter;2000;56,1
Helsinge;Skovareal i alt;1990;3014,2
Helsinge;Skovareal i alt;2000;2355,9
Helsinge;Hjælpearealer;1990;271,7
Helsinge;Hjælpearealer;2000;47,1
Helsinge;Skovbevokset areal i alt;1990;2742,5
Helsinge;Skovbevokset areal i alt;2000;2308,8
Helsinge;Midlertidig ubevokset;1990;10,6
Helsinge;Midlertidig ubevokset;2000;10,4
Helsinge;Løvtræer, areal i alt;1990;1271,3
Helsinge;Løvtræer, areal i alt;2000;1005,8
Helsinge;Bøg;1990;687,9
Helsinge;Bøg;2000;534,7
Helsinge;Eg;1990;294,5
Helsinge;Eg;2000;243,1
Helsinge;Ask;1990;57,5
Helsinge;Ask;2000;49,2
Helsinge;Ær (Ahorn);1990;59,0
Helsinge;Ær (Ahorn);2000;27,3
Helsinge;Andre løvtræarter;1990;172,4
Helsinge;Andre løvtræarter;2000;151,5
Helsinge;Nåletræer i alt;1990;1460,6
Helsinge;Nåletræer i alt;2000;1292,6
Helsinge;Rødgran;1990;752,0
Helsinge;Rødgran;2000;557,3
Helsinge;Sitkagran mv.;1990;74,8
Helsinge;Sitkagran mv.;2000;61,7
Helsinge;Nobilis;1990;3,1
Helsinge;Nobilis;2000;5,6
Helsinge;Nordmannsgran;1990;14,2
Helsinge;Nordmannsgran;2000;45,8
Helsinge;Andre ædelgranarter;1990;26,4
Helsinge;Andre ædelgranarter;2000;26,3
Helsinge;Andre nåletræarter;1990;590,1
Helsinge;Andre nåletræarter;2000;595,9
Helsingør;Skovareal i alt;1990;2804,9
Helsingør;Skovareal i alt;2000;2940,3
Helsingør;Hjælpearealer;1990;66,8
Helsingør;Hjælpearealer;2000;75,6
Helsingør;Skovbevokset areal i alt;1990;2738,1
Helsingør;Skovbevokset areal i alt;2000;2864,7
Helsingør;Midlertidig ubevokset;1990;3,8
Helsingør;Midlertidig ubevokset;2000;6,2
Helsingør;Løvtræer, areal i alt;1990;1695,2
Helsingør;Løvtræer, areal i alt;2000;1820,1
Helsingør;Bøg;1990;1121,6
Helsingør;Bøg;2000;1165,7
Helsingør;Eg;1990;308,4
Helsingør;Eg;2000;347,7
Helsingør;Ask;1990;11,0
Helsingør;Ask;2000;15,3
Helsingør;Ær (Ahorn);1990;57,4
Helsingør;Ær (Ahorn);2000;78,1
Helsingør;Andre løvtræarter;1990;196,8
Helsingør;Andre løvtræarter;2000;213,3
Helsingør;Nåletræer i alt;1990;1039,1
Helsingør;Nåletræer i alt;2000;1038,4
Helsingør;Rødgran;1990;783,6
Helsingør;Rødgran;2000;745,9
Helsingør;Sitkagran mv.;1990;40,1
Helsingør;Sitkagran mv.;2000;32,6
Helsingør;Nobilis;1990;8,1
Helsingør;Nobilis;2000;10,6
Helsingør;Nordmannsgran;1990;21,7
Helsingør;Nordmannsgran;2000;65,9
Helsingør;Andre ædelgranarter;1990;26,7
Helsingør;Andre ædelgranarter;2000;24,8
Helsingør;Andre nåletræarter;1990;158,9
Helsingør;Andre nåletræarter;2000;158,6
Hillerød;Skovareal i alt;1990;4278,9
Hillerød;Skovareal i alt;2000;4531,3
Hillerød;Hjælpearealer;1990;297,0
Hillerød;Hjælpearealer;2000;110,9
Hillerød;Skovbevokset areal i alt;1990;3981,9
Hillerød;Skovbevokset areal i alt;2000;4420,4
Hillerød;Midlertidig ubevokset;1990;7,2
Hillerød;Midlertidig ubevokset;2000;9,3
Hillerød;Løvtræer, areal i alt;1990;2127,5
Hillerød;Løvtræer, areal i alt;2000;2531,6
Hillerød;Bøg;1990;1251,0
Hillerød;Bøg;2000;1438,2
Hillerød;Eg;1990;488,3
Hillerød;Eg;2000;623,0
Hillerød;Ask;1990;72,8
Hillerød;Ask;2000;91,0
Hillerød;Ær (Ahorn);1990;66,6
Hillerød;Ær (Ahorn);2000;85,4
Hillerød;Andre løvtræarter;1990;248,8
Hillerød;Andre løvtræarter;2000;294,0
Hillerød;Nåletræer i alt;1990;1847,2
Hillerød;Nåletræer i alt;2000;1879,5
Hillerød;Rødgran;1990;1612,5
Hillerød;Rødgran;2000;1616,1
Hillerød;Sitkagran mv.;1990;30,4
Hillerød;Sitkagran mv.;2000;24,5
Hillerød;Nobilis;1990;9,7
Hillerød;Nobilis;2000;13,6
Hillerød;Nordmannsgran;1990;44,6
Hillerød;Nordmannsgran;2000;96,8
Hillerød;Andre ædelgranarter;1990;19,9
Hillerød;Andre ædelgranarter;2000;9,0
Hillerød;Andre nåletræarter;1990;130,1
Hillerød;Andre nåletræarter;2000;119,5
Hundested;Skovareal i alt;1990;233,1
Hundested;Skovareal i alt;2000;258,1
Hundested;Hjælpearealer;1990;29,1
Hundested;Hjælpearealer;2000;5,0
Hundested;Skovbevokset areal i alt;1990;204,0
Hundested;Skovbevokset areal i alt;2000;253,1
Hundested;Midlertidig ubevokset;1990;0,7
Hundested;Midlertidig ubevokset;2000;8,0
Hundested;Løvtræer, areal i alt;1990;134,9
Hundested;Løvtræer, areal i alt;2000;162,8
Hundested;Bøg;1990;67,6
Hundested;Bøg;2000;75,5
Hundested;Eg;1990;40,7
Hundested;Eg;2000;51,5
Hundested;Ask;1990;12,8
Hundested;Ask;2000;14,2
Hundested;Ær (Ahorn);1990;2,9
Hundested;Ær (Ahorn);2000;4,6
Hundested;Andre løvtræarter;1990;10,9
Hundested;Andre løvtræarter;2000;17,0
Hundested;Nåletræer i alt;1990;68,4
Hundested;Nåletræer i alt;2000;82,3
Hundested;Rødgran;1990;18,2
Hundested;Rødgran;2000;17,4
Hundested;Sitkagran mv.;1990;7,5
Hundested;Sitkagran mv.;2000;8,8
Hundested;Nobilis;1990;7,0
Hundested;Nobilis;2000;6,1
Hundested;Nordmannsgran;1990;3,7
Hundested;Nordmannsgran;2000;22,5
Hundested;Andre ædelgranarter;1990;13,7
Hundested;Andre ædelgranarter;2000;13,5
Hundested;Andre nåletræarter;1990;18,3
Hundested;Andre nåletræarter;2000;14,0
Hørsholm;Skovareal i alt;1990;362,5
